,SigmaBR  1 [-],SigmaBR  2 [-],SigmaBR  3 [-],OmegaBR  1 [rad/s],OmegaBR  2 [rad/s],OmegaBR  3 [rad/s],SigmaBN  1 [-],SigmaBN  2 [-],SigmaBN  3 [-],OmegaBN_B  1 [rad/s],OmegaBN_B  2 [rad/s],OmegaBN_B  3 [rad/s],BetaBN  1 [-],BetaBN  2 [-],BetaBN  3 [-],BetaBN  4 [-],Position  1 [m],Position  2 [m],Position  3 [m],numRW,RW Torque  1 [Nm],RW Torque  2 [Nm],RW Torque  3 [Nm],RW Torque  4 [Nm],RW Torque Req  1 [Nm],RW Torque Req  2 [Nm],RW Torque Req  3 [Nm],RW Torque Req  4 [Nm],RW Omega  1 [rad/s],RW Omega  2 [rad/s],RW Omega  3 [rad/s],RW Omega  4 [rad/s],RW Omega True  1 [rad/s],RW Omega True  2 [rad/s],RW Omega True  3 [rad/s],RW Omega True  4 [rad/s],RW Volt  1 [V],RW Volt  2 [V],RW Volt  3 [V],RW Volt  4 [V],RW Temp  1 [C],RW Temp  2 [C],RW Temp  3 [C],RW Temp  4 [C],RW Power  1 [W],RW Power  2 [W],RW Power  3 [W],RW Power  4 [W],Panel Angle [rad],Panel Angle Rate [rad/s],Position  1 [m],Position  2 [m],Position  3 [m],Net Power [W],Stored Energy [Ws],Sink Power [W],Supply Power [W],numCSS,CSS Cos Values  1 [-],CSS Cos Values  2 [-],CSS Cos Values  3 [-],CSS Cos Values  4 [-],CSS Cos Values  5 [-],CSS Cos Values  6 [-],CSS Cos Values  7 [-],CSS Cos Values  8 [-],Sun Heading  1 [-],Sun Heading  2 [-],Sun Heading  3 [-],Fault
50000000000,0.03501491611551256,0.31469771600012497,0.3504381242236785,0.005652507808182568,-0.02281340316538466,0.002734526002138197,0.3139830399692784,0.15701844563362563,0.3393873726080059,0.005035712463412891,-0.022047481650104055,0.003212967080356841,0.6149558733458597,0.5070687545293739,0.25357786099966123,0.5480956307327188,5841920.813070816,-2355832.5504798265,-2673991.2193840477,4,2.2975628501849695e-06,-1.1442485907026092e-05,0.00012517993645745162,6.699284622226432e-05,0.0,0.0,0.0,0.0,-266.36042400846276,0.0,137.50603782606888,-28.16388726558037,-266.37199754085583,-14.165231617636866,137.5113914592531,-28.135637570241748,0.0,0.0,0.0,0.0,19.1875097968812,19.591419873115214,20.00397440066882,20.410647308316893,-4.999693996797061,-5.000162085463154,-5.017213667245045,-4.999057556779445,5.4748096508666555e-05,-8.875168492269891e-07,5841524.639289552,-2356227.2151785037,-2674509.8287647464,93.9912297283947,267591.5211106696,-1.0,115.0073733193254,8,1.808205879961661,0.8143564718199044,0.5667150022247772,1.5605644103665337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55000000000,0.06115763638553726,0.29391278503976337,0.33950589284408456,0.007256643362260282,-0.021522794412796947,0.0007195098380058166,0.3377290776336356,0.13952435262408247,0.3215071945866286,0.006695104657946263,-0.020735946603587383,0.001241209407402276,0.6169523208395422,0.5460918158947049,0.2256042257891448,0.5198618044534593,5861646.071249986,-2336063.1494719135,-2648014.154459486,4,2.1155862341961995e-05,-1.4602564839424651e-05,0.0001102975110412676,6.746384576779123e-05,0.0,0.0,0.0,0.0,-263.9060547478457,0.0,162.23380812678542,-13.989904785517048,-263.90791844527877,-16.910857380257283,162.2204447687707,-14.031967436814773,0.0,0.0,0.0,0.0,19.20373850417349,19.599520618372587,20.004645484646094,20.402574140374583,-4.997208400203209,-5.000246941891385,-5.017892511298003,-4.999526674756512,5.090594546143231e-05,-6.964061052858073e-07,5861253.538144592,-2336459.294774311,-2648534.4329697755,73.52370288476257,268009.1382999709,-1.0,94.53860979856368,8,1.782299041478914,0.9659233803275793,0.7256924586817489,1.5420681198330837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000000000,0.08521455932818758,0.27560219780961154,0.3252631833031705,0.008315659936938669,-0.020322796121109703,-0.0012889378523609362,0.36043359848486894,0.12579082021884133,0.3017471549702408,0.007802421994807703,-0.01951578221130879,-0.0007381023581504565,0.6170932514818025,0.5828547397171832,0.20341548647424898,0.48795328795621,5881188.984482447,-2316221.077816624,-2621954.4829822425,4,3.716004172603869e-05,-1.6443880283937904e-05,9.474429908704188e-05,6.666112796725869e-05,0.0,0.0,0.0,0.0,-257.8314908278186,0.0,183.7095391571844,-0.0,-257.7837243794706,-20.17941712555945,183.73158479044696,0.036631905373155166,0.0,0.0,0.0,0.0,19.219836248932054,19.607464559895853,20.00530613405468,20.394620543109006,-4.995210373022883,-5.000331827919412,-5.017407520221123,-5.000002441924131,4.758678295641336e-05,-6.606303623843295e-07,5880800.103230833,-2316618.6892925873,-2622476.417018493,53.47234019806478,268325.43066270323,-1.0,74.48533431220595,8,1.7349217832691812,1.092395228037903,0.8764913101897593,1.5190178654210376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65000000000,0.10696645140159908,0.25932208402650964,0.3083479978124609,0.008859389871923785,-0.019205173830671485,-0.0031889069642151565,0.3817146390066069,0.11530180923880563,0.2803002466070965,0.00838631830378404,-0.018379705374696777,-0.0026195586531752666,0.6160717676726548,0.6168782514059366,0.18633599867241188,0.45298531501341155,5900548.940144038,-2296306.950917363,-2595813.0158946468,4,5.024337419765618e-05,-1.7225518891609007e-05,7.919018307648197e-05,6.478334116539308e-05,0.0,0.0,0.0,0.0,-248.5662468689893,0.0,201.99459014878124,13.867186322486196,-248.60718258508487,-23.719244788414148,201.97373494235123,13.821448830017815,0.0,0.0,0.0,0.0,19.235761350482026,19.615254621625535,20.005912011647986,20.386824780788523,-4.993754568148576,-5.000408576299198,-5.015994337046726,-5.000895399634955,4.424127257938587e-05,-6.909492199718229e-07,5900163.72171268,-2296706.0141450088,-2596336.590941994,33.91722011649104,268542.71096136945,-1.0,54.928313707956825,8,1.669432037405071,1.1964402660736668,1.0190675413518808,1.492059312683285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70000000000,0.1262734868354046,0.24466418583713231,0.2893909575172285,0.00894579875553109,-0.018175553127156116,-0.004891263292401194,0.4012261952086838,0.10753631434991569,0.2574229888974304,0.008504532499200326,-0.017333976807442725,-0.004310763195974624,0.6144485214585435,0.6477590376250965,0.17361184370532254,0.4155961638148956,5919725.3312647585,-2276321.386441189,-2569590.5667254133,4,6.050419857471982e-05,-1.727368161987347e-05,6.423551492076374e-05,6.20455424321244e-05,0.0,0.0,0.0,0.0,-236.96935211257386,0.0,217.02760187006052,27.120780329818135,-236.982773370447,-27.34201425353883,217.01020052800638,27.120853349556807,0.0,0.0,0.0,0.0,19.251471241132467,19.62289338617885,20.006430954424246,20.37921916684527,-4.992830773610604,-5.000472297249062,-5.013939761973974,-5.001682728057295,4.068064137998799e-05,-7.391146240813908e-07,5919343.786427337,-2276721.887100651,-2570115.7674146546,14.890560114287055,268663.5552757782,-1.0,35.89952927825948,8,1.5884754105009353,1.2804318453256067,1.1530913248957133,1.4611348900710421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75000000000,0.14308697218981614,0.23126340912417845,0.2689996358619263,0.008652837029126325,-0.017235067061310897,-0.006329887248634046,0.41869334858706064,0.10197462305961334,0.23342552499548927,0.008235503347307192,-0.01638017639268948,-0.005742863171658726,0.6126555796286841,0.6752081647523409,0.16444994485761733,0.3764349753117306,5938717.556545666,-2256265.004302856,-2543287.9515621862,4,6.817400327622143e-05,-1.6880994128050877e-05,5.034514024335296e-05,5.868081291113151e-05,0.0,0.0,0.0,0.0,-223.47032117918022,0.0,228.99265201556852,39.76078202199582,-223.47976395406857,-30.924963553952907,229.01700339251087,39.77868179647517,0.0,0.0,0.0,0.0,19.266927241109588,19.630383262942715,20.00684376342432,20.371794728085035,-4.992382244920013,-5.000522044128164,-5.0115298931539085,-5.0023342453843505,3.692821259030031e-05,-7.639043793965598e-07,5938339.6959353285,-2256666.9282354536,-2543814.7617575177,-3.588086572972088,268690.6539557924,-1.0,17.418724197938744,8,1.4942934806076569,1.3464398057673503,1.2779443982655019,1.4257980731058082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80000000000,0.15743943760047294,0.21880746493302317,0.24773694472398583,0.008065984052589997,-0.01638104233068266,-0.007470568595443482,0.4339261862628072,0.09811848723846324,0.20865230670481263,0.0076656973166597505,-0.015515990226809735,-0.006879438507032067,0.6110129388950643,0.6990607005947721,0.15807015248597453,0.33614156583175453,5957525.020377163,-2236138.426648896,-2516905.9890247635,4,7.357077893876313e-05,-1.6285546879697846e-05,3.781247745358151e-05,5.490468818644346e-05,0.0,0.0,0.0,0.0,-208.5600279209318,0.0,238.2578959743978,51.66447293598839,-208.6094009015003,-34.40101757815863,238.24988410149726,51.68614354661971,0.0,0.0,0.0,0.0,19.28209751431254,19.637726649173608,20.007142946708626,20.36454179094462,-4.992326221940864,-5.000560239384479,-5.009008818370906,-5.002837811594987,3.3108978278550204e-05,-7.651126203704971e-07,5957150.854554907,-2236541.7598800943,-2517434.3919331576,-21.004771754984475,268626.88402166864,-1.0,0.0,8,1.3889555966792808,1.3962420974924552,1.3928216010205188,1.3855351002073444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85000000000,0.16942798014106766,0.20703971165748078,0.2261002224764191,0.007269985538346508,-0.015608281667369633,-0.008307792036771679,0.44682240239456683,0.09551061247120862,0.18345607254039706,0.006881176075850217,-0.014736405657140187,-0.0077131916169624285,0.6097503649402994,0.7192725253181553,0.1537482432811996,0.29531847972241826,5976147.1328584235,-2215942.27784078,-2490445.5002389266,4,7.705515703974427e-05,-1.5669245069103644e-05,2.6774495672582252e-05,5.089943508468188e-05,0.0,0.0,0.0,0.0,-192.79070542146738,0.0,245.0074114410946,62.77049384028044,-192.81126934989283,-37.74741463935103,245.00977482744102,62.77632873951531,0.0,0.0,0.0,0.0,19.29695835600792,19.644926050631856,20.007330246462022,20.357450677957,-4.992571448680605,-5.000591473490709,-5.006560013155858,-5.003195279669532,2.9389889712931455e-05,-7.274259909681342e-07,5975776.672380259,-2216347.006576848,-2490975.4785321453,-21.00295186289639,268521.86490836326,-1.0,0.0,8,1.2744804834751138,1.4313805525333168,1.4969085707930956,1.3400085017348926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90000000000,0.17919645387469962,0.19575871245411294,0.20450831395278715,0.006342337658348265,-0.014908960594515831,-0.008858387477889168,0.457362103049804,0.09375022388092029,0.15817511653571859,0.0059608454419841144,-0.014033582985202932,-0.008259647170825208,0.6090252604677806,0.7359071769878028,0.15084647839891052,0.25450775808340614,5994583.309817738,-2195677.1844372973,-2463907.308811014,4,7.8993821233362e-05,-1.5158876700834016e-05,1.7244705253727887e-05,4.6811357629895414e-05,0.0,0.0,0.0,0.0,-176.46914983836416,0.0,249.60935380475155,73.01748550335653,-176.4480801078294,-40.9738224667188,249.61306618353638,73.0169127318357,0.0,0.0,0.0,0.0,19.31149417284927,19.65198414019642,20.00741378864533,20.350512205048016,-4.9930308459514965,-5.000621117122735,-5.004304503753814,-5.003418020814921,2.5926599959181313e-05,-6.634770154309469e-07,5994216.565288681,-2196083.2950442065,-2464438.8447507266,-21.001402808646944,268416.85421723686,-1.0,0.0,8,1.1528712834187604,1.453223207995322,1.5895433289429206,1.289191404366359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95000000000,0.18691781538684085,0.1848153317212266,0.18329729712527504,0.0053485424326740055,-0.01427300490276223,-0.00915451327107773,0.4655959329843158,0.09250319545785646,0.13311670607134302,0.00497156977751842,-0.01339730235806993,-0.008550045972981191,0.6089373620496608,0.7491146921968357,0.14883184728112772,0.2141764419111667,6012832.972832995,-2175343.7751762643,-2437292.2408031602,4,7.972721660059426e-05,-1.4825479260763723e-05,9.142198054783279e-06,4.2749286031939555e-05,0.0,0.0,0.0,0.0,-159.8407980976838,0.0,252.30915999143028,82.40544792521665,-159.80796808818317,-44.11049005522739,252.36851794511836,82.40233902808916,0.0,0.0,0.0,0.0,19.32569658174048,19.65890375544198,20.00740540843309,20.343717979963486,-4.993629477756866,-5.000653959155496,-5.002307202973847,-5.003522641160813,2.2825927400724235e-05,-5.863038145049453e-07,6012469.954942269,-2175751.254148403,-2437825.316359749,-21.00013518234914,268311.8505520775,-1.0,0.0,8,1.026094336226781,1.4630121907317513,1.6703257001127467,1.2334078456077764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000000000,0.19277837716746107,0.1741072855975566,0.1627234355406198,0.004339791384259932,-0.01368932742768755,-0.009236499404075952,0.47162922720609546,0.0915055610961251,0.10854688890753378,0.003965760923002915,-0.01281620946506404,-0.008624188863807333,0.609541590772746,0.7591068566122198,0.1472820063712099,0.17471073224566447,6030895.54925223,-2154942.680955563,-2410601.1247090646,4,7.955062192342138e-05,-1.4694489088192846e-05,2.3271851033357285e-06,3.878830669688229e-05,0.0,0.0,0.0,0.0,-143.08972789397262,0.0,253.59770385325422,90.93438110586081,-143.11231086522315,-47.19789694146824,253.56162188289306,90.94625310550006,0.0,0.0,0.0,0.0,19.339563066805063,19.66568785742102,20.00731849385363,20.337060531787277,-4.9943076633328864,-5.000693548981592,-5.0005900848292235,-5.003527651158389,2.01375855191523e-05,-4.984667583578586e-07,6030536.268789109,-2155351.514881138,-2411135.7216667305,-20.999136447997625,268206.8525289097,-1.0,0.0,8,0.896030466842521,1.4618954557881636,1.7391683367854949,1.1733033478398522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105000000000,0.1969654628802622,0.16357165338729254,0.14297134177639978,0.003353026841849843,-0.0131471433324518,-0.009146653174708287,0.4756053784968755,0.09056059030897146,0.08468609138937638,0.0029813966894803733,-0.01227922856625534,-0.008524099499856623,0.6108592135043134,0.7661333059438982,0.1458803612795961,0.13641737057024525,6048770.472213577,-2134474.5348136825,-2383834.79143002,4,7.869989617270851e-05,-1.4764746983387774e-05,-3.3597911811058695e-06,3.4973199252300815e-05,0.0,0.0,0.0,0.0,-126.52273538480769,0.0,253.41362615870793,98.66564427680444,-126.52656633101566,-50.278862938510066,253.44605013097058,98.67486344985637,0.0,0.0,0.0,0.0,19.35309554931022,19.67233947529106,20.00718990162787,20.330533317493998,-4.99502118618333,-5.0007423546898995,-4.999574237097942,-5.003450975660625,1.7862213915548736e-05,-4.209146065167632e-07,6048414.9400664875,-2134884.710342068,-2384370.891473841,-20.99878898461303,268101.85823468445,-1.0,0.0,8,0.7644227745382849,1.450947215247246,1.796296331806449,1.109771891097488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000000000,0.19965895917424545,0.1531764548371788,0.1241651163155806,0.002412685679611694,-0.012636918584017795,-0.008924746178839829,0.47769082762258513,0.08953106201452733,0.06170935877189962,0.002043742686782571,-0.011776526731355345,-0.008289487075831601,0.6128871192812395,0.7704613828712624,0.14440349669880098,0.09953022990230166,6066457.180664807,-2113939.971909932,-2356994.0742509468,4,7.736153455777862e-05,-1.5015368577348368e-05,-8.081275198292461e-06,3.13298493006129e-05,0.0,0.0,0.0,0.0,-110.13982057018904,0.0,252.24780075991484,105.59923743804754,-110.17187306758886,-53.39346667813787,252.24107964853636,105.62169087077834,0.0,0.0,0.0,0.0,19.366299100069707,19.67886165502487,20.007110394327583,20.324130655788313,-4.995738467417193,-5.0008017225817945,-4.998980785209523,-5.003309111657857,1.5968102663992898e-05,-3.4999631755691354e-07,6066105.407807959,-2114351.475724054,-2357531.6590346363,-20.99882858006147,267996.8642169263,-1.0,0.0,8,0.6328365563833117,1.4311815926053497,1.8422097858233937,1.0438647496013556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
